brand,price,model,model_year,milage,fuel_type,transmission,engine,accident
Chevrolet,"$5,900",Silverado 1500 LT Extended Cab,2002,"118,500 mi.",Gasoline,A/T,285.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,At least 1 accident or damage reported
Rivian,"$92,500",R1S Launch Edition,2022,"7,800 mi.",,1-Speed A/T,835.0HP Electric Motor Electric Fuel System,None reported
Land,"$68,000",Rover Range Rover HSE SWB,2020,"41,500 mi.",Hybrid,8-Speed A/T,395.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,None reported
BMW,"$59,900",M4 Base,2020,"28,000 mi.",Gasoline,7-Speed A/T,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,None reported
Mercedes-Benz,"$24,500",E-Class E 350,2014,"53,500 mi.",Gasoline,A/T,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,None reported
Honda,"$28,748",Accord Hybrid Base,2021,"33,523 mi.",Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,None reported
Toyota,"$18,000",Prius v Three,2016,"86,300 mi.",Hybrid,A/T,134.0HP 1.8L 4 Cylinder Engine Gas/Electric Hybrid,At least 1 accident or damage reported
Subaru,"$33,000",WRX Premium,2022,"7,738 mi.",Gasoline,Transmission w/Dual Shift Mode,271.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,At least 1 accident or damage reported
Bentley,"$173,995",Bentayga Speed,2020,"22,001 mi.",Gasoline,8-Speed Automatic,6.0L W12 48V PDI DOHC Twin Turbo,None reported
Ford,"$51,500",Explorer ST,2022,"14,361 mi.",Gasoline,10-Speed A/T,400.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,None reported
Chevrolet,"$30,000",Suburban LT,2016,"98,000 mi.",E85 Flex Fuel,Transmission Overdrive Switch,355.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,At least 1 accident or damage reported
Chevrolet,"$37,698",Silverado 1500 Limited Custom,2022,"30,455 mi.",Gasoline,Automatic,2.7 Liter DOHC Turbo,None reported
Ford,"$36,750",Explorer Platinum,2020,"64,552 mi.",Gasoline,10-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,At least 1 accident or damage reported
Lexus,"$24,700",RX 350 Base,2017,"103,866 mi.",Gasoline,8-Speed A/T,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,At least 1 accident or damage reported
Land,"$57,999",Rover Range Rover 3.0L V6 Supercharged HSE,2019,"35,650 mi.",Gasoline,8-Speed A/T,380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,At least 1 accident or damage reported
Ford,"$39,979",Explorer Platinum,2021,"64,957 mi.",Gasoline,10-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,None reported
Dodge,"$33,500",Challenger SRT8 392,2012,"33,700 mi.",–,6-Speed M/T,–,None reported
Chevrolet,"$7,500",Equinox 2LT,2012,"96,653 mi.",Gasoline,6-Speed A/T,264.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,At least 1 accident or damage reported
Dodge,"$31,000",Challenger SXT,2022,"29,500 mi.",Gasoline,8-Speed A/T,303.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,None reported
Porsche,"$116,999",911 Carrera,2021,"7,400 mi.",Gasoline,8-Speed A/T,379.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel,
Volvo,"$15,900",XC70 T6 Platinum,2012,"69,000 mi.",Gasoline,A/T,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,At least 1 accident or damage reported
Lexus,"$15,500",GX 470 Base,2005,"198,000 mi.",Gasoline,5-Speed A/T,270.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,At least 1 accident or damage reported
Porsche,"$132,900",911 Carrera GTS,2015,"23,600 mi.",Gasoline,7-Speed M/T,430.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,None reported
Volvo,"$7,000",XC70 3.2,2008,"170,000 mi.",Gasoline,6-Speed A/T,235.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,None reported
Nissan,"$28,000",350Z NISMO,2008,"76,500 mi.",Gasoline,6-Speed M/T,306.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,At least 1 accident or damage reported
Porsche,"$75,499",911 Turbo,2007,"73,500 mi.",Gasoline,5-Speed A/T,480.0HP 3.6L Flat 6 Cylinder Engine Gasoline Fuel,None reported
Land,"$70,000",Rover Range Rover SWB,2020,"29,000 mi.",Hybrid,A/T,355.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,None reported
Porsche,"$29,500",Cayenne E-Hybrid S Platinum Edition,2017,"69,404 mi.",Plug-In Hybrid,8-Speed A/T,416.0HP 3.0L V6 Cylinder Engine Plug-In Electric/Gas,At least 1 accident or damage reported
Lexus,"$12,900",IS 350 Base,2007,"103,000 mi.",Gasoline,6-Speed A/T,306.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,At least 1 accident or damage reported
Porsche,"$26,500",Macan S,2015,"70,500 mi.",Gasoline,Transmission w/Dual Shift Mode,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,At least 1 accident or damage reported
Land,"$36,995",Rover Range Rover 5.0L Supercharged,2016,"64,000 mi.",Gasoline,Transmission w/Dual Shift Mode,510.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,None reported
GMC,"$33,000",Savana 2500 Work Van,2018,"63,460 mi.",E85 Flex Fuel,A/T,341.0HP 6.0L 8 Cylinder Engine Flex Fuel Capability,None reported
Toyota,"$35,500",4Runner SR5,2018,"32,199 mi.",Gasoline,A/T,270.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,None reported
Hyundai,"$32,000",Palisade SEL,2020,"69,487 mi.",Gasoline,A/T,291.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,None reported
GMC,"$49,000",Sierra 2500 Denali,2015,"86,000 mi.",Diesel,A/T,397.0HP 6.6L 8 Cylinder Engine Diesel Fuel,None reported
Genesis,"$48,219",GV70 3.5T Sport,2022,"8,730 mi.",Gasoline,8-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo,None reported
Dodge,"$8,000",Ram Van 1500,2002,"70,000 mi.",Gasoline,A/T,175.0HP 3.9L V6 Cylinder Engine Gasoline Fuel,At least 1 accident or damage reported
Chevrolet,"$17,900",Impala 1LT,2017,"70,000 mi.",Gasoline,6-Speed A/T,305.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,At least 1 accident or damage reported
Audi,"$16,000",A4 2.0T Premium Plus,2015,"83,420 mi.",E85 Flex Fuel,8-Speed A/T,220.0HP 2.0L 4 Cylinder Engine Flex Fuel Capability,At least 1 accident or damage reported
Nissan,"$2,899",Altima 2.5 S,2003,"189,000 mi.",Gasoline,A/T,175.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,At least 1 accident or damage reported
Porsche,"$97,555",911 Carrera 4S,2017,"31,500 mi.",Gasoline,7-Speed A/T,420.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel,None reported
BMW,"$13,000",X1 xDrive 28i,2015,"85,766 mi.",Gasoline,A/T,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,None reported
GMC,"$34,000",Yukon Denali,2018,"92,800 mi.",Gasoline,10-Speed A/T,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,None reported
Land,"$75,500",Rover Defender SE,2021,"13,970 mi.",Hybrid,A/T,395.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,None reported
Porsche,"$274,900",911 Turbo S,2023,154 mi.,Gasoline,8-Speed Automatic with Auto-Shift,3.8L H6 24V GDI DOHC Twin Turbo,None reported
Toyota,"$15,500",Land Cruiser Base,2000,"265,000 mi.",Gasoline,4-Speed A/T,230.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,None reported
Scion,"$8,000",xB Base,2011,"95,426 mi.",Gasoline,A/T,158.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,None reported
Honda,"$18,000",S2000 Base,2001,"119,900 mi.",Gasoline,6-Speed M/T,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,At least 1 accident or damage reported
Mazda,"$25,495",CX-30 Select,2020,"23,162 mi.",Gasoline,6-Speed Automatic,2.5L I4 16V GDI DOHC,None reported
BMW,"$83,500",M4 Competition,2023,"3,950 mi.",Gasoline,A/T,503.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,None reported
Porsche,"$43,000",911 Carrera 4S,2006,"80,000 mi.",Gasoline,6-Speed M/T,355.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,None reported
Ford,"$32,500",F-250 Lariat,2015,"94,634 mi.",E85 Flex Fuel,A/T,385.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,At least 1 accident or damage reported
Chevrolet,"$33,885",Corvette Base,2007,"65,000 mi.",Gasoline,6-Speed A/T,400.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,At least 1 accident or damage reported
Lexus,"$11,500",LS 460 L,2008,"100,000 mi.",Gasoline,A/T,380.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,At least 1 accident or damage reported
Toyota,"$59,500",Sienna XSE 25th Anniversary,2023,500 mi.,Hybrid,A/T,245.0HP 2.5L 4 Cylinder Engine Gas/Electric Hybrid,None reported
Mercedes-Benz,"$425,000",AMG G 63 Base,2021,"7,856 mi.",Gasoline,9-Speed Automatic,4.0L V8 32V GDI DOHC Twin Turbo,None reported
Audi,"$5,500",A4 2.0T Premium quattro,2011,"181,000 mi.",Gasoline,A/T,211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,None reported
Mercedes-Benz,"$27,900",GLC 300 Base 4MATIC,2018,"48,700 mi.",Gasoline,9-Speed A/T,241.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,None reported
Porsche,"$130,000",911 Turbo Cabriolet,2009,"13,500 mi.",Gasoline,6-Speed M/T,480.0HP 3.6L Flat 6 Cylinder Engine Gasoline Fuel,None reported
Toyota,"$20,000",86 860 Special Edition,2017,"87,500 mi.",Gasoline,6-Speed A/T,200.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,None reported
Jaguar,"$12,500",XJ8 L,2000,"45,000 mi.",Gasoline,A/T,290.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,None reported
Chevrolet,"$14,500",Corvette Base,1996,"85,760 mi.",Gasoline,4-Speed A/T,300.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,None reported
Tesla,"$28,895",Model 3 Long Range,2018,"36,187 mi.",,1-Speed A/T,271.0HP Electric Motor Electric Fuel System,None reported
Hyundai,"$27,999",Tucson SEL,2022,"13,666 mi.",Gasoline,8-Speed Automatic,2.5L I4 16V PDI DOHC,None reported
Porsche,"$56,000",911 Carrera S,2007,"50,500 mi.",Gasoline,6-Speed M/T,355.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,None reported
Lincoln,"$44,340",Nautilus Reserve,2021,"19,291 mi.",Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,None reported
Ford,"$49,990",Mustang Boss 302,2012,"1,295 mi.",Gasoline,M/T,444.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,None reported
Cadillac,"$49,900",Escalade Premium Luxury,2017,"55,000 mi.",Gasoline,8-Speed A/T,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,At least 1 accident or damage reported
MINI,"$9,650",Cooper Base,2010,"74,000 mi.",Gasoline,6-Speed M/T,118.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,None reported
Dodge,"$49,999",Durango R/T,2022,"14,976 mi.",Gasoline,8-Speed Automatic,5.7L V8 16V MPFI OHV,None reported
BMW,"$33,889",X5 xDrive35i,2018,"25,348 mi.",Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,At least 1 accident or damage reported
Chevrolet,"$35,000",Corvette Base,2010,"23,133 mi.",Gasoline,6-Speed M/T,430.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,None reported
Jaguar,"$29,998",XE 20d Prestige,2018,"34,322 mi.",Diesel,Automatic,2.0 Liter,None reported
Dodge,"$28,500",Challenger R/T,2021,"39,960 mi.",Gasoline,8-Speed A/T,375.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,At least 1 accident or damage reported
BMW,"$31,300",550 i xDrive,2016,"76,400 mi.",Gasoline,8-Speed A/T,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,At least 1 accident or damage reported
Ford,"$38,978",Explorer XLT,2022,"18,533 mi.",Gasoline,10-Speed Automatic,2.3L I4 16V GDI DOHC Turbo,None reported
GMC,"$92,888",Yukon XL Denali,2023,"7,500 mi.",Gasoline,10-Speed A/T,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,None reported
INFINITI,"$64,000",QX80 SENSORY,2022,"26,520 mi.",Gasoline,7-Speed A/T,400.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,At least 1 accident or damage reported
Land,"$33,800",Rover Range Rover 3.0L Supercharged,2014,"59,500 mi.",E85 Flex Fuel,A/T,340.0HP 3.0L V6 Cylinder Engine Flex Fuel Capability,None reported
Honda,"$34,999",Pilot EX-L,2020,"44,000 mi.",Gasoline,A/T,280.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,None reported
Pontiac,"$11,000",Firebird Base,2001,"111,000 mi.",Gasoline,A/T,200.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,None reported
Toyota,"$31,906",4Runner Limited,2016,"82,260 mi.",Gasoline,5-Speed Automatic,4.0L V6 24V MPFI DOHC,None reported
Porsche,"$37,500",911 Carrera Cabriolet,2006,"52,744 mi.",Gasoline,Transmission w/Dual Shift Mode,325.0HP 3.6L Flat 6 Cylinder Engine Gasoline Fuel,At least 1 accident or damage reported
BMW,"$79,950",i8 Base,2019,"28,200 mi.",Plug-In Hybrid,Transmission w/Dual Shift Mode,369.0HP 1.5L 3 Cylinder Engine Plug-In Electric/Gas,At least 1 accident or damage reported
Nissan,"$2,300",Maxima GLE,2000,"194,277 mi.",Gasoline,A/T,222.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,At least 1 accident or damage reported
Pontiac,"$12,850",Firebird Trans Am,2001,"91,812 mi.",Gasoline,A/T,310.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,None reported
Chevrolet,"$43,775",Suburban Premier,2018,"84,224 mi.",Gasoline,6-Speed Automatic,5.3L V8 16V GDI OHV,None reported
BMW,"$24,900",X2 xDrive28i,2018,"66,690 mi.",Gasoline,Transmission w/Dual Shift Mode,228.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,At least 1 accident or damage reported
Mercedes-Benz,"$39,848",AMG C 43 Base 4MATIC,2018,"41,500 mi.",Gasoline,9-Speed A/T,362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,At least 1 accident or damage reported
BMW,"$24,900",750 i xDrive,2014,"85,095 mi.",Gasoline,8-Speed A/T,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,At least 1 accident or damage reported
Volvo,"$17,900",S60 T5 Premier Plus,2015,"39,000 mi.",Gasoline,Transmission w/Dual Shift Mode,250.0HP 2.5L 5 Cylinder Engine Gasoline Fuel,At least 1 accident or damage reported
Tesla,"$46,500",Model Y Long Range,2022,"20,500 mi.",,1-Speed A/T,425.0HP Electric Motor Electric Fuel System,None reported
Ford,"$61,995",F-350 Platinum,2019,"112,000 mi.",Diesel,6-Speed A/T,450.0HP 6.7L 8 Cylinder Engine Diesel Fuel,None reported
Volkswagen,"$39,998",ID.4 Pro S,2023,"1,716 mi.",,Automatic,Battery Electric,None reported
Audi,"$15,499",A3 2.0T Premium,2016,"90,360 mi.",Gasoline,A/T,220.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,At least 1 accident or damage reported
Ford,"$30,825",Explorer Limited,2020,"82,146 mi.",Gasoline,10-Speed Automatic,2.3L I4 16V GDI DOHC Turbo,None reported
Ford,"$41,000",Mustang GT Premium,2020,"16,850 mi.",Gasoline,10-Speed A/T,460.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,At least 1 accident or damage reported
Honda,"$28,000",S2000 Base,2003,"101,000 mi.",Gasoline,6-Speed M/T,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,None reported
BMW,"$25,999",M235 i,2015,"68,750 mi.",Gasoline,6-Speed M/T,320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,None reported
Lamborghini,"$491,836",Aventador S Base,2018,"5,858 mi.",Gasoline,7-Speed A/T,729.0HP 6.5L 12 Cylinder Engine Gasoline Fuel,None reported
Dodge,"$3,200",Durango SLT,2004,"143,000 mi.",Gasoline,A/T,335.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,None reported
Nissan,"$6,900",Armada LE,2005,"152,270 mi.",Gasoline,A/T,305.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,At least 1 accident or damage reported
Kia,"$33,591",Sorento S,2021,"19,605 mi.",Gasoline,8-Speed Automatic,2.5L I4 16V PDI DOHC,None reported
Chevrolet,"$69,999",Silverado 1500 RST,2020,"19,200 mi.",Gasoline,10-Speed A/T,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,None reported
Chevrolet,"$5,900",Impala Base,2004,"64,500 mi.",Gasoline,A/T,180.0HP 3.4L V6 Cylinder Engine Gasoline Fuel,None reported
Toyota,"$18,995",Tacoma PreRunner,2011,"149,000 mi.",Gasoline,A/T,236.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,None reported
McLaren,"$179,900",570S Spider,2018,"5,918 mi.",Gasoline,7-Speed Automatic with Auto-Shift,3.8L V8 32V MPFI DOHC Twin Turbo,None reported
Pontiac,"$7,200",Firebird Trans Am,1997,"134,033 mi.",Gasoline,A/T,285.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,At least 1 accident or damage reported
Kia,"$34,998",Stinger GT1,2019,"37,226 mi.",Gasoline,Automatic,"3.3L V-6 gasoline direct injection, DOHC, D-CVVT variable valve",None reported
Ford,"$13,700",Escape SE,2017,"71,924 mi.",Gasoline,A/T,179.0HP 1.5L 4 Cylinder Engine Gasoline Fuel,None reported
Lamborghini,"$279,991",Huracan EVO Coupe,2021,"5,718 mi.",Gasoline,Automatic,"5.2L V-10 gasoline direct injection, DOHC, variable valve contro",None reported
Jeep,"$21,500",Wrangler Unlimited Sport,2014,"122,200 mi.",Gasoline,A/T,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,At least 1 accident or damage reported
Land,"$54,500",Rover Range Rover Sport HST MHEV,2020,"37,248 mi.",Hybrid,8-Speed A/T,395.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,None reported
Chevrolet,"$6,800",Silverado 1500 Base,1999,"88,750 mi.",Gasoline,A/T,255.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,None reported
Cadillac,"$24,700",XLR V,2008,"64,800 mi.",Gasoline,6-Speed A/T,443.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,
Ford,"$12,599",Fusion Hybrid Titanium,2014,"112,180 mi.",Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,None reported
RAM,"$35,000",2500 SLT,2015,"149,130 mi.",Diesel,6-Speed A/T,350.0HP 6.7L Straight 6 Cylinder Engine Diesel Fuel,At least 1 accident or damage reported
Tesla,"$35,500",Model Y Long Range,2020,"88,000 mi.",,1-Speed A/T,425.0HP Electric Motor Electric Fuel System,None reported
Toyota,"$27,950",Highlander XLE,2018,"74,000 mi.",Gasoline,8-Speed A/T,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,None reported
Ford,"$34,500",F-150 XLT,2019,"44,460 mi.",Gasoline,10-Speed A/T,325.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,None reported
GMC,"$17,000",Acadia SLE-2,2015,"96,000 mi.",Gasoline,6-Speed A/T,281.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,None reported
Porsche,"$17,500",Boxster Base,2005,"75,000 mi.",Gasoline,5-Speed M/T,240.0HP 2.7L Flat 6 Cylinder Engine Gasoline Fuel,
Dodge,"$17,900",Charger R/T,2014,"95,000 mi.",Gasoline,Transmission w/Dual Shift Mode,370.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,None reported
Land,"$37,500",Rover Range Rover Sport Supercharged HSE,2016,"49,799 mi.",Gasoline,A/T,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,None reported
Ford,"$21,750",Mustang GT,2006,"27,407 mi.",Gasoline,5-Speed M/T,300.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,None reported
Alfa,"$34,645",Romeo Giulia Ti,2020,"23,339 mi.",Gasoline,8-Speed Automatic,2.0L I4 16V GDI SOHC Turbo,
Tesla,"$35,900",Model S 90D,2016,"74,122 mi.",,A/T,417.0HP Electric Motor Electric Fuel System,None reported
Jaguar,"$6,000",XK8 Base,1997,"50,000 mi.",Gasoline,A/T,290.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,None reported
Mercedes-Benz,"$38,998",GLC 300 GLC 300,2021,"14,745 mi.",Gasoline,Automatic,2.0 Liter Turbo,None reported
Chevrolet,"$85,950",Corvette Stingray w/3LT,2021,"2,700 mi.",Gasoline,Transmission w/Dual Shift Mode,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,None reported
Buick,"$6,000",Regal Turbo - Premium 1,2012,"190,000 mi.",Gasoline,6-Speed A/T,220.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,At least 1 accident or damage reported
Audi,"$9,999",A4 2.0T Premium,2014,"90,236 mi.",E85 Flex Fuel,Transmission w/Dual Shift Mode,220.0HP 2.0L 4 Cylinder Engine Flex Fuel Capability,None reported
Jeep,"$50,000",Gladiator Overland,2020,"4,000 mi.",Gasoline,8-Speed A/T,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,None reported
Land,"$115,999",Rover Range Rover Westminster SWB,2022,"2,220 mi.",Hybrid,8-Speed A/T,395.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,None reported
GMC,"$32,000",Yukon XL Denali,2017,"124,000 mi.",Gasoline,8-Speed A/T,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,At least 1 accident or damage reported
Ford,"$35,690",Ranger Lariat,2019,"45,163 mi.",Gasoline,10-Speed Automatic,2.3L I4 16V GDI DOHC Turbo,None reported
Volkswagen,"$20,900",Passat 2.0T SE,2020,"49,400 mi.",Gasoline,6-Speed A/T,174.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,None reported
Porsche,"$124,900",911 Carrera,2020,"11,256 mi.",Gasoline,8-Speed A/T,379.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel,None reported
Chevrolet,"$75,000",Corvette Stingray w/1LT,2021,"13,700 mi.",Gasoline,A/T,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,None reported
Land,"$9,500",Rover Range Rover HSE,2011,"174,678 mi.",Gasoline,6-Speed A/T,230.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,None reported
Lexus,"$59,000",RX 450h F Sport Handling,2022,"1,600 mi.",Hybrid,A/T,308.0HP 3.5L V6 Cylinder Engine Gas/Electric Hybrid,None reported
Porsche,"$229,900",911 GT3 RS,2019,"15,509 mi.",Gasoline,7-Speed Automatic with Auto-Shift,4.0L H6 24V GDI DOHC,None reported
Ford,"$48,149",Expedition Platinum,2020,"69,849 mi.",Gasoline,10-Speed Automatic,3.5L V6 24V GDI DOHC Twin Turbo,None reported
Toyota,"$17,000",Tacoma PreRunner,2008,"160,000 mi.",Gasoline,A/T,236.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,At least 1 accident or damage reported
Toyota,"$9,500",Mirai Base,2016,"40,000 mi.",not supported,A/T,151.0HP Electric Motor Hydrogen Fuel,None reported
Ford,"$3,850",Explorer Sport Trac XLT,2007,"228,000 mi.",Gasoline,A/T,292.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,At least 1 accident or damage reported
GMC,"$6,100",Sierra 1500 SLE1 Extended Cab,2008,"187,000 mi.",–,4-Speed A/T,–,At least 1 accident or damage reported
Mercedes-Benz,"$17,000",C-Class C 300 Luxury,2015,"102,000 mi.",Gasoline,7-Speed A/T,241.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,None reported
Cadillac,"$24,995",SRX Standard,2016,"48,000 mi.",Gasoline,6-Speed A/T,308.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,At least 1 accident or damage reported
Chrysler,"$5,949",Town & Country Touring-L,2012,"163,500 mi.",E85 Flex Fuel,6-Speed A/T,283.0HP 3.6L V6 Cylinder Engine Flex Fuel Capability,None reported
Porsche,"$149,000",911 Carrera,2023,"1,500 mi.",Gasoline,A/T,379.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel,None reported
Porsche,"$136,900",718 Cayman GT4,2021,"2,100 mi.",Gasoline,6-Speed M/T,414.0HP 4.0L Flat 6 Cylinder Engine Gasoline Fuel,
Ford,"$63,500",F-350 Lariat,2018,"66,281 mi.",Diesel,Transmission w/Dual Shift Mode,450.0HP 6.7L 8 Cylinder Engine Diesel Fuel,None reported
Ford,"$39,499",Mustang Mach-E Select,2021,"18,000 mi.",,A/T,266.0HP Electric Motor Electric Fuel System,None reported
Ford,"$21,500",F-150 XL,2014,"27,300 mi.",Gasoline,6-Speed A/T,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,None reported
Mazda,"$24,899",CX-30 Base,2020,"19,319 mi.",Gasoline,6-Speed Automatic,2.5L I4 16V GDI DOHC,At least 1 accident or damage reported
Mercedes-Benz,"$90,000",AMG G AMG G 63 4MATIC,2016,"32,936 mi.",Gasoline,Transmission w/Dual Shift Mode,563.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,At least 1 accident or damage reported
BMW,"$52,999",M4 Base,2017,"30,450 mi.",Gasoline,Transmission w/Dual Shift Mode,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,None reported
Jeep,"$29,500",Wrangler Sport,2017,"38,200 mi.",Gasoline,A/T,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,None reported
Jeep,"$31,871",Wrangler Sport,2020,"26,315 mi.",Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,None reported
Chevrolet,"$8,900",Silverado 1500 LS,2003,"110,000 mi.",Gasoline,A/T,270.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,None reported
MINI,"$13,500",Hardtop Cooper,2014,"19,700 mi.",Gasoline,6-Speed A/T,189.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,None reported
